6,citrus fruit,herbs,whole milk,bottled water,bottled beer,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,meat,other vegetables,whole milk,beverages,rolls/buns,margarine,chocolate,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,beef,tropical fruit,root vegetables,packaged fruit/vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,turkey,root vegetables,other vegetables,curd,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
10,citrus fruit,onions,whole milk,curd,yogurt,rolls/buns,pasta,mustard,dog food,canned beer,,,,,,,,,,,,,,,,,,,,,,
2,sausage,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,berries,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,packaged fruit/vegetables,whole milk,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,nuts/prunes,whole milk,semi-finished bread,jam,soda,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
12,citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,butter,whipped/sour cream,flour,sugar,coffee,soda,sparkling wine,dishes,,,,,,,,,,,,,,,,,,,,
8,beef,citrus fruit,root vegetables,onions,curd,hard cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
6,whole milk,yogurt,frozen vegetables,coffee,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beef,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,fish,berries,other vegetables,whole milk,dessert,yogurt,spread cheese,coffee,white wine,red/blush wine,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
11,tropical fruit,berries,root vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,specialty chocolate,napkins,,,,,,,,,,,,,,,,,,,,,
1,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,pork,other vegetables,frozen fish,rolls/buns,semi-finished bread,artif. sweetener,ready soups,bottled water,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,
7,meat,root vegetables,whipped/sour cream,beverages,cream cheese,waffles,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
13,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,packaged fruit/vegetables,butter,rolls/buns,margarine,sugar,rum,long life bakery product,abrasive cleaner,,,,,,,,,,,,,,,,,,,
7,berries,whole milk,whipped/sour cream,margarine,organic products,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen meals,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,root vegetables,bottled beer,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,chicken,pork,other vegetables,whole milk,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,
15,chicken,pork,hamburger meat,pip fruit,nuts/prunes,root vegetables,other vegetables,whole milk,spread cheese,frozen potato products,brown bread,Instant food products,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,
14,beef,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,hard cheese,rolls/buns,brown bread,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,
2,packaged fruit/vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,frankfurter,sausage,beef,root vegetables,packaged fruit/vegetables,whole milk,dessert,yogurt,sliced cheese,ice cream,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,
4,berries,frozen vegetables,pet care,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,bottled water,soda,chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,,,
7,whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
2,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,citrus fruit,tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,root vegetables,whole milk,white bread,brown bread,sweet spreads,dog food,brandy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder,,,,,,,,,,,,,,,,,,,,
4,beef,root vegetables,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,berries,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,beverages,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pork,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,curd,butter milk,yogurt,sliced cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,beef,Instant food products,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,pork,berries,whipped/sour cream,beverages,flour,oil,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,
1,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
2,potato products,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,root vegetables,onions,yogurt,rolls/buns,coffee,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
7,chicken,hamburger meat,UHT-milk,soda,canned beer,bathroom cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
3,chicken,other vegetables,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,fish,cream cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,other vegetables,whole milk,frozen meals,rolls/buns,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
9,chicken,pork,whole milk,frozen vegetables,brown bread,vinegar,bottled beer,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,hamburger meat,berries,pastry,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,grapes,rolls/buns,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,tropical fruit,other vegetables,whole milk,yogurt,soft cheese,hard cheese,spread cheese,curd cheese,frozen vegetables,ice cream,pastry,coffee,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,
3,sliced cheese,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ham,citrus fruit,whole milk,dessert,frozen meals,coffee,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,curd,cream cheese,flour,coffee,bottled water,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
2,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,curd,roll products,margarine,bottled water,canned beer,white wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,
5,bottled water,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,packaged fruit/vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,root vegetables,frozen vegetables,ice cream,bottled water,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ham,beef,grapes,yogurt,whipped/sour cream,domestic eggs,white bread,pastry,bottled water,fruit/vegetable juice,white wine,salty snack,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,
8,pork,citrus fruit,UHT-milk,brown bread,soda,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
6,beverages,rolls/buns,soda,misc. beverages,liqueur,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,
7,root vegetables,whole milk,butter,yogurt,cream cheese,frozen fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls/buns,pastry,ready soups,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,whole milk,whipped/sour cream,pickled vegetables,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,pork,white bread,canned vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,frankfurter,hamburger meat,whole milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,dish cleaner,dental care,,,,,,,,,,,,,,,,,
8,berries,root vegetables,whole milk,beverages,sugar,soups,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frozen fish,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,beef,grapes,berries,whole milk,yogurt,rolls/buns,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
5,rolls/buns,coffee,instant coffee,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,specialty chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sparkling wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,onions,herbs,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,pastry,detergent,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,whole milk,white bread,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,tropical fruit,grapes,hard cheese,soda,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
19,tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,potted plants,,,,,,,,,,,,,
8,chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,curd,whipped/sour cream,domestic eggs,flour,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,frozen meals,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,onions,whole milk,dessert,domestic eggs,rolls/buns,white bread,coffee,bottled water,,,,,,,,,,,,,,,,,,,,,,,,
5,finished products,organic sausage,sliced cheese,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,salt,dog food,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,oil,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,citrus fruit,whole milk,yogurt,sliced cheese,specialty cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
5,butter,pasta,canned fish,softener,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,pastry,canned beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback,,,,,,,,,,,,,,,,,,,,,,,
5,UHT-milk,salt,soda,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,curd,yogurt,spread cheese,sugar,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,
4,yogurt,brown bread,bottled beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pork,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,sausage,citrus fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins,,,,,,,,,,,,,,,
20,frankfurter,chicken,pork,tropical fruit,root vegetables,other vegetables,yogurt,UHT-milk,mayonnaise,brown bread,pastry,flour,mustard,coffee,cocoa drinks,fruit/vegetable juice,salty snack,long life bakery product,chocolate,seasonal products,,,,,,,,,,,,
3,artif. sweetener,soda,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,onions,butter,processed cheese,rolls/buns,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,whole milk,coffee,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,domestic eggs,hygiene articles,photo/film,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,packaged fruit/vegetables,dessert,mayonnaise,oil,soda,waffles,chocolate,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,,
6,chicken,other vegetables,whipped/sour cream,frozen vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
16,pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins,,,,,,,,,,,,,,,,
16,citrus fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,cream cheese,pastry,vinegar,oil,coffee,long life bakery product,detergent,cleaner,napkins,newspapers,,,,,,,,,,,,,,,,
1,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cream cheese,margarine,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,curd,frozen meals,domestic eggs,cake bar,seasonal products,detergent,cleaner,house keeping products,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,
2,citrus fruit,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,whipped/sour cream,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,dog food,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,cling film/bags,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,beef,ice cream,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,
4,onions,domestic eggs,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,tropical fruit,pip fruit,grapes,root vegetables,herbs,yogurt,baking powder,seasonal products,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,
5,whipped/sour cream,cream cheese,bottled water,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,berries,root vegetables,other vegetables,butter,hard cheese,domestic eggs,rolls/buns,fruit/vegetable juice,sparkling wine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
6,berries,dessert,whipped/sour cream,white bread,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ice cream,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,coffee,fruit/vegetable juice,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,butter,pasta,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,berries,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,beef,grapes,nuts/prunes,root vegetables,onions,other vegetables,cream,soft cheese,sliced cheese,hard cheese,domestic eggs,rolls/buns,pastry,mustard,specialty chocolate,specialty bar,dental care,shopping bags,,,,,,,,,,,,,,
7,pork,citrus fruit,grapes,root vegetables,whole milk,ready soups,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
12,turkey,tropical fruit,pip fruit,root vegetables,other vegetables,curd,butter milk,yogurt,curd cheese,rice,vinegar,margarine,,,,,,,,,,,,,,,,,,,,
2,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,beef,tropical fruit,onions,other vegetables,whole milk,butter,curd,butter milk,yogurt,domestic eggs,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pip fruit,whole milk,domestic eggs,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,chicken,butter milk,margarine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,root vegetables,domestic eggs,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,grapes,zwieback,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,root vegetables,other vegetables,cream cheese,pasta,oil,margarine,salty snack,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
2,UHT-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,bottled water,misc. beverages,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pork,whole milk,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,canned beer,specialty chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,yogurt,whipped/sour cream,flour,margarine,sugar,baking powder,cat food,soda,fruit/vegetable juice,chocolate,hygiene articles,napkins,newspapers,,,,,,,,,,,,,,,,,,,
8,pip fruit,curd,dessert,yogurt,specialty chocolate,specialty bar,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
5,meat,chicken,root vegetables,whole milk,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,coffee,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,whole milk,whipped/sour cream,pasta,pet care,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,herbs,other vegetables,yogurt,domestic eggs,specialty bar,dishes,,,,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,other vegetables,specialty cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,other vegetables,spread cheese,margarine,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,sausage,tropical fruit,grapes,other vegetables,processed cheese,frozen meals,domestic eggs,white bread,salty snack,newspapers,,,,,,,,,,,,,,,,,,,,,,
15,sausage,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,spread cheese,frozen vegetables,pastry,instant coffee,soda,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,whole milk,white bread,brown bread,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
10,grapes,yogurt,UHT-milk,soft cheese,rolls/buns,fruit/vegetable juice,candy,dental care,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,frankfurter,whole milk,yogurt,domestic eggs,brown bread,margarine,fruit/vegetable juice,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
3,dessert,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,butter,rolls/buns,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,frankfurter,ham,chicken,whole milk,butter,processed cheese,frozen vegetables,white bread,pastry,soda,fruit/vegetable juice,red/blush wine,chocolate,potted plants,,,,,,,,,,,,,,,,,,
4,pork,ice cream,soda,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,rolls/buns,roll products,zwieback,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen fish,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,pork,hamburger meat,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,cream cheese,frozen dessert,sugar,meat spreads,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
1,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,frankfurter,pip fruit,root vegetables,curd,yogurt,UHT-milk,white bread,pastry,instant coffee,waffles,dish cleaner,,,,,,,,,,,,,,,,,,,,,
6,grapes,other vegetables,whole milk,butter,toilet cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
13,sausage,grapes,butter,curd,yogurt,whipped/sour cream,beverages,UHT-milk,sliced cheese,processed cheese,rolls/buns,pastry,chocolate,,,,,,,,,,,,,,,,,,,
5,citrus fruit,white bread,liquor,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ham,butter,yogurt,hard cheese,ice cream,domestic eggs,misc. beverages,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
