4,whole milk,butter,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,onions,pastry,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,chicken,other vegetables,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cream cheese,processed cheese,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,whole milk,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,other vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,cream cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,fruit/vegetable juice,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,sausage,chicken,berries,root vegetables,other vegetables,butter milk,rolls/buns,salt,mustard,canned fish,coffee,bottled water,fruit/vegetable juice,cling film/bags,newspapers,,,,,,,,,,,,,,,,,
3,beef,whole milk,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,finished products,butter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,grapes,fruit/vegetable juice,red/blush wine,long life bakery product,waffles,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
6,frozen vegetables,flour,bottled beer,liquor (appetizer),salty snack,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,
6,sausage,tropical fruit,pip fruit,spices,pet care,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
11,pork,citrus fruit,other vegetables,whole milk,whipped/sour cream,specialty cheese,domestic eggs,canned vegetables,fruit/vegetable juice,canned beer,specialty bar,,,,,,,,,,,,,,,,,,,,,
1,UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mayonnaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,whole milk,pickled vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,turkey,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,hard cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,brown bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sausage,pip fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,whole milk,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,rolls/buns,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,other vegetables,whole milk,curd,whipped/sour cream,domestic eggs,brown bread,flour,coffee,,,,,,,,,,,,,,,,,,,,,,,,
3,yogurt,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,root vegetables,whole milk,curd,pastry,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,pork,other vegetables,brown bread,pickled vegetables,coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
7,other vegetables,whole milk,frozen meals,pastry,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,berries,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,frankfurter,ham,whole milk,cream cheese,processed cheese,white bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
2,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,tropical fruit,onions,other vegetables,pastry,bottled water,bathroom cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,butter,bottled water,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,frozen meals,mustard,canned fish,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,onions,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,curd,yogurt,artif. sweetener,rum,hygiene articles,napkins,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
1,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,beef,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,chicken,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,berries,whipped/sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,baking powder,coffee,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pip fruit,grapes,yogurt,hard cheese,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,frozen meals,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,hamburger meat,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,chicken,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,beef,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,ham,berries,onions,whole milk,butter milk,yogurt,whipped/sour cream,cream cheese,mayonnaise,pastry,semi-finished bread,chocolate,specialty chocolate,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,
3,citrus fruit,root vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,tropical fruit,dessert,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled beer,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,rolls/buns,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cat food,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rolls/buns,pastry,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cake bar,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,frankfurter,pork,tropical fruit,pip fruit,other vegetables,whole milk,dessert,whipped/sour cream,cream cheese,frozen meals,cat food,salty snack,cake bar,chewing gum,specialty bar,seasonal products,,,,,,,,,,,,,,,,
16,sausage,ham,citrus fruit,root vegetables,other vegetables,whole milk,soft cheese,processed cheese,frozen vegetables,salt,oil,margarine,soda,fruit/vegetable juice,bottled beer,chocolate,,,,,,,,,,,,,,,,
2,frozen meals,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,sausage,tropical fruit,berries,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,packaged fruit/vegetables,ice cream,oil,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,root vegetables,other vegetables,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,root vegetables,whole milk,butter,rolls/buns,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,
3,hamburger meat,frozen meals,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,frozen vegetables,soda,canned beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,chicken,tropical fruit,root vegetables,whole milk,white bread,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,whole milk,dessert,white bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pork,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,root vegetables,whole milk,rolls/buns,zwieback,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cream cheese,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,brown bread,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,other vegetables,whole milk,curd,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,turkey,roll products,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,whole milk,cake bar,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frozen potato products,ketchup,chocolate,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,dog food,pet care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,hamburger meat,whole milk,butter,UHT-milk,cat food,pet care,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
2,tropical fruit,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,whole milk,curd,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,yogurt,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,curd,yogurt,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,frozen potato products,rolls/buns,specialty fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,root vegetables,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,rolls/buns,fruit/vegetable juice,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,condensed milk,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,citrus fruit,other vegetables,beverages,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,other vegetables,hard cheese,frozen vegetables,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pip fruit,condensed milk,bottled beer,red/blush wine,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,whole milk,brown bread,soda,bottled beer,salty snack,long life bakery product,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
2,other vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,ice cream,rolls/buns,soda,long life bakery product,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,ham,root vegetables,butter,UHT-milk,rolls/buns,pasta,sugar,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,
2,honey,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,chicken,citrus fruit,cat food,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,semi-finished bread,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,pork,whole milk,yogurt,UHT-milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
6,other vegetables,curd,whipped/sour cream,pastry,baking powder,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
4,whole milk,pasta,long life bakery product,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,tropical fruit,root vegetables,whole milk,hard cheese,curd cheese,sugar,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,berries,whole milk,butter,yogurt,whipped/sour cream,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,
7,butter,sliced cheese,frozen dessert,rolls/buns,pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tropical fruit,pip fruit,grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,sausage,pip fruit,berries,whole milk,curd,dessert,butter milk,yogurt,whipped/sour cream,soft cheese,sliced cheese,curd cheese,domestic eggs,rolls/buns,sugar,long life bakery product,,,,,,,,,,,,,,,,
2,grapes,hard cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,pork,beef,whole milk,frozen vegetables,sugar,canned beer,detergent,skin care,napkins,flower (seeds),,,,,,,,,,,,,,,,,,,,,,
1,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,liquor (appetizer),nut snack,long life bakery product,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,brandy,liquor,liquor (appetizer),long life bakery product,dish cleaner,napkins,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,turkey,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,finished products,grapes,other vegetables,curd,beverages,rolls/buns,pastry,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
6,onions,other vegetables,soft cheese,hard cheese,salad dressing,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,curd,seasonal products,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,beef,root vegetables,onions,herbs,whole milk,curd cheese,rolls/buns,oil,jam,bottled water,waffles,,,,,,,,,,,,,,,,,,,,,
1,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,whole milk,curd,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,citrus fruit,whipped/sour cream,brown bread,bottled water,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,pork,herbs,other vegetables,canned fish,misc. beverages,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,butter milk,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,sausage,chicken,grapes,whole milk,cream cheese,ice cream,domestic eggs,pickled vegetables,soda,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,
4,tropical fruit,whole milk,salty snack,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pip fruit,butter,soft cheese,white bread,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,grapes,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,berries,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,pork,tropical fruit,nuts/prunes,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pork,tropical fruit,processed cheese,specialty vegetables,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,beef,citrus fruit,grapes,berries,butter milk,yogurt,sliced cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
3,beef,soft cheese,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ham,tropical fruit,root vegetables,other vegetables,whole milk,butter,yogurt,frozen vegetables,frozen dessert,frozen potato products,white bread,pasta,honey,chewing gum,detergent,hygiene articles,,,,,,,,,,,,,,,,
2,other vegetables,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,hamburger meat,hard cheese,sauces,coffee,toilet cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
8,berries,whole milk,whipped/sour cream,pastry,soda,chewing gum,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,
3,sausage,processed cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,citrus fruit,other vegetables,UHT-milk,domestic eggs,white bread,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,curd,yogurt,whipped/sour cream,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,sausage,mayonnaise,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,other vegetables,whole milk,pastry,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
5,tropical fruit,coffee,candy,soap,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,pip fruit,whole milk,brown bread,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
3,other vegetables,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,berries,frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,other vegetables,butter,beverages,soda,photo/film,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
5,frankfurter,root vegetables,butter milk,canned fish,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,whole milk,domestic eggs,sugar,coffee,napkins,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
6,meat,hamburger meat,onions,other vegetables,condensed milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
6,yogurt,oil,pickled vegetables,fruit/vegetable juice,salty snack,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
2,canned beer,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,yogurt,cream cheese,frozen meals,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,sausage,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,frankfurter,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,frankfurter,citrus fruit,other vegetables,whole milk,yogurt,zwieback,vinegar,cleaner,,,,,,,,,,,,,,,,,,,,,,,,
9,sausage,citrus fruit,tropical fruit,root vegetables,butter milk,brown bread,mustard,popcorn,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
8,citrus fruit,root vegetables,other vegetables,dessert,pastry,chocolate,dishes,candles,,,,,,,,,,,,,,,,,,,,,,,,
3,frozen meals,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,whole milk,sliced cheese,frozen meals,white bread,chewing gum,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,brown bread,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ham,whole milk,sliced cheese,spread cheese,brown bread,pickled vegetables,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
1,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,chicken,grapes,whole milk,yogurt,sliced cheese,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
5,hamburger meat,root vegetables,other vegetables,dessert,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,curd,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,frankfurter,rolls/buns,ketchup,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,turkey,whole milk,liquor (appetizer),shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,whole milk,rolls/buns,prosecco,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
6,other vegetables,yogurt,whipped/sour cream,brown bread,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pip fruit,bottled water,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,meat,rolls/buns,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,beef,root vegetables,other vegetables,white bread,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
3,mayonnaise,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,soda,specialty chocolate,male cosmetics,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,onions,whole milk,yogurt,rolls/buns,brown bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
5,whole milk,yogurt,domestic eggs,baking powder,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,yogurt,condensed milk,sliced cheese,rolls/buns,margarine,bottled water,soda,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,pip fruit,berries,other vegetables,butter,yogurt,soda,chocolate,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
6,frankfurter,whipped/sour cream,sugar,fruit/vegetable juice,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
8,turkey,grapes,other vegetables,hard cheese,frozen vegetables,rolls/buns,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
6,onions,other vegetables,roll products,bottled beer,liquor (appetizer),newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
6,beef,pip fruit,other vegetables,whole milk,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
8,sausage,citrus fruit,berries,whipped/sour cream,rolls/buns,canned beer,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,
4,other vegetables,soft cheese,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,chicken,tropical fruit,berries,whole milk,whipped/sour cream,beverages,sugar,dishes,,,,,,,,,,,,,,,,,,,,,,,,
14,sausage,pork,beef,pip fruit,grapes,other vegetables,whole milk,butter,curd,yogurt,pastry,bottled water,hygiene articles,napkins,,,,,,,,,,,,,,,,,,
6,tropical fruit,pip fruit,whole milk,rolls/buns,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
6,tropical fruit,root vegetables,butter,pasta,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pip fruit,UHT-milk,curd cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tropical fruit,root vegetables,whole milk,butter,curd,yogurt,pudding powder,coffee,,,,,,,,,,,,,,,,,,,,,,,,
2,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,condensed milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,domestic eggs,pastry,margarine,cooking chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,butter milk,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,whole milk,curd,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,beef,herbs,whole milk,pickled vegetables,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,meat,beef,berries,other vegetables,curd,yogurt,whipped/sour cream,UHT-milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,
3,citrus fruit,whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,beef,hamburger meat,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,butter,whipped/sour cream,hard cheese,rolls/buns,brown bread,oil,waffles,cake bar,,,,,,,,,,,,,,,,
3,UHT-milk,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,berries,whole milk,flour,baking powder,dog food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
1,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
